,Derived,Consensus
HMGCOAR,-0.006826252748712793,-0.021298301415502808
HMGCOAS,0.0,0.0
HMGCOAtm,-0.006826252748712793,-0.021298301415502808
HPPKm,0.0,0.0
HPROa,0.0,0.0
HSDxi,0.018805973851403337,0.02122248289548502
HSDyi,0.0,0.0
HSERTA,0.0,0.0
HSK,0.015292171983313056,0.018710543375448616
HSTPT,0.005085572723593028,0.005882486396544317
HXPRT,0.0,0.0
ICDHy,0.0,0.0
ICL,0.0,0.0
GCALDD,8.885605206550729e-08,0.0
GLYCLTDy,-8.885605206550729e-08,0.0
IG3PS,0.005085572723593028,0.005882486396544317
IGPDH,0.005085572723593028,0.005882486396544317
IGPS,0.0060570671764633545,0.0044975336272693464
ILETA,-0.0017539333760742783,0.0
ILETRS,0.0,0.0
ILETRSm,0.0,0.0
IMPC,-0.012406765381360879,-0.016189108820719608
IMPD,0.0032157817807304087,0.004570758438961551
IPDDI,0.0022753287268522005,0.0070993373077092884
IPMD,0.01747298384041767,0.022288454887302266
IPPMIa,-0.01747298384041767,-0.022288454887302266
IPPMIb,-0.01747298384041767,-0.022288454887302266
IPPS,0.0,0.0
KARA1im,0.030106317056851812,0.04077023116928057
KYN,0.0,0.0
KYN3OX,0.0,0.0
LEUTA,-0.01747298384041767,-0.022288454887302266
LEUTRS,0.0,0.0
LEUTRSm,0.0,0.0
LNS14DM,0.0,0.0
LNSTLS,0.0011376199354000683,0.0035496204051254873
LYSTRS,0.0,0.0
LYSTRSm,0.0,0.0
MALS,0.0,0.0
MALSp,0.0,0.0
MALtm,0.0,0.0
MAN1PT,0.0,0.0
MAN6PI,-0.03915719384293281,-0.0367022487005615
MCITDm,0.015343895769523356,0.02021364751575583
MCOATA,0.017988623620532274,0.07430376542179655
MCOATAm,0.0,0.0
MDH,-1.0386655748536386,-1.4337812476276681
MDHm,1.7449243530044984,2.01236583376587
MDHp,0.0,0.0
MDRPD,0.0,0.0
ME1m,0.0,0.020379503837680626
METAT,0.002969971434424391,0.005271162694029971
METS,0.0064837733025146695,0.007783102214066375
METTRS,0.0,0.0
METTRSm,0.0,0.0
MEVK1,0.005370428738983346,0.017628630108508566
MI1PP,0.0,0.0
MOHMT,3.667018111274869e-06,1.483364872300918e-05
MTHFD,0.018391918842735458,0.02585428634923196
MTHFD2i,0.0,0.0
MTHFDm,0.00019779726862875036,0.000641444895662934
MTHFR3,0.0064837733025146695,0.007783102214066375
MTRI,0.0,0.0
NADK,0.0,0.0
NADKm,0.0,0.0
NADS1,0.0,0.0
NAPRT,0.0,0.0
NAPRTm,0.0,0.0
NDP3,0.0,0.0
NDPK1,0.009191250168786665,0.011618543376674683
NDPK2,0.2628306631309014,0.185172996053831
NDPK3,0.0,0.0
NDPK4,0.0,0.0
NDPK5,0.0,0.0
NDPK6,0.0,0.0
NDPK7,0.0,0.0
NDPK8,0.0,0.0
NH4t,0.4472408260119174,0.5599114018548239
NH4tm,-0.00019779726862875036,-0.000641444895662934
NMNAT,0.0,0.0
NMNATm,0.0,0.0
NNAMr,0.0,0.0
NNAMrm,0.0,0.0
NNAT,0.0,0.0
NNATm,1.777121041426306e-07,1.9299491657453056e-07
NNDPR,0.0,0.0
NTD4,0.0,0.0
NTRLASE,0.0,0.0
O2t,2.473262547468846,2.3890798432483913
O2tm,2.4587155476478113,2.326399219330421
OAAt2m,0.0,0.0
OCBTi,0.01967949735142006,0.022024693241217922
OCDCEAt,0.0,0.0
OMCDC,0.0,0.0
OMPDC,0.007143054340668096,0.01000661948663875
ORNDC,0.0,0.0
ORNt3m,0.01967949735142006,0.02609495603293492
ORNTA,0.0,0.0
ORNTACim,0.01967949735142006,0.02609495603293492
ORPT,-0.007143054340668096,-0.01000661948663875
PANTS,3.667018111274869e-06,1.483364872300918e-05
PAPSR,0.006800873380474939,0.0030474194514503792
PC,0.19424272580348065,0.3461363398750864
PDHcm,1.5025319256159875,1.335052803316757
PETHCT,0.0,0.0
PETOHM_PP,0.0006103597058490055,0.0006216392241753262
PFK,0.568513895937408,0.6189860145650816
PFK26,0.0,0.0
PGCD,0.054690872138240566,0.06054758405011825
PGI,0.4759039839055517,0.4194625889315682
PGK,-1.2010418760902157,-1.3478990123693098
PGL,0.24504519649144468,0.4067030987382558
PGM,-1.146351003951975,-1.2873514283191914
PGMT,-0.2519942158778051,-0.17292231562941268
PGPPAm_PP,4.84923402779234e-05,1.693371751602744e-05
PHCDm,0.0,0.0
PHETA1,-0.00791378676408409,-0.010014941826570737
PHETRS,0.0,0.0
PHETRSm,0.0,0.0
PI45BPP_PP,0.0,0.0
PI45BP5P,0.0,0.0
PIN3K_PP,0.0,0.0
PINOS_PP,0.00018321877223706406,0.00012863033416407442
PIt2r,0.016037313080503116,0.021640010127216173
PMANM,-0.03915719384293281,-0.0367022487005615
PMDPHT,1.7771210412918965e-07,1.9299491662953998e-07
PMEVK,0.006826252748712793,0.021298301415502808
PMPK,0.0,0.0
PNTK,3.667018111274869e-06,1.483364872300918e-05
PPA,0.3557443206143376,0.30805077337913156
PPAm,4.902547659102756e-05,3.4253424865256365e-05
PPBNGS,3.554242082583793e-07,3.8598983325907996e-07
PPCDC,3.667018111274869e-06,1.483364872300918e-05
PPCK,0.0,0.0
PPM,0.0,0.0
PPND2,0.006168997961707599,0.0069305594739456616
PPNDH,0.00791378676408409,0.010014941826570737
PPPG9tm,8.885605206459483e-08,9.649745831476999e-08
PPPGOm,4.4428026032297413e-08,4.8248729157384995e-08
PRAGSr,0.00732119265776785,0.010306622424175288
PRAIi,0.0060570671764633545,0.0044975336272693464
PRAIS,0.00732119265776785,0.010306622424175288
PRAMPC,0.005085572723593028,0.005882486396544317
PRASCS,0.00732119265776785,0.010306622424175288
PRATPP,0.005085572723593028,0.005882486396544317
PRFGS,0.00732119265776785,0.010306622424175288
PRMICIi,0.005085572723593028,0.005882486396544317
PRO1xm,0.0,0.0
PROTRS,0.0,0.0
PRPPS,0.02560706461059647,0.0306932619346277
PSCVTi,0.02014002961435917,0.02144322792270237
PSERT,0.054690872138240566,0.06054758405011825
PSP_L,0.054690872138240566,0.06054758405011825
PSPHS,2.5912574687566155e-06,2.3353479843821698e-05
PTPATi,3.667018111274869e-06,1.502664363958371e-05
PUNP1,0.0,0.0
PUNP2,0.0,0.0
PUNP3,0.0,0.0
PUNP4,0.0,0.0
PUNP5,0.0,0.0
PUNP6,0.0,0.0
PYK,1.1060709447232568,1.2444649724737866
PYRDC,0.0,0.0
RBFK,1.7771210412918965e-07,1.9299491662953998e-07
RBFSa,3.554242082583793e-07,3.8598983325907996e-07
RBFSb,1.7771210412918965e-07,1.9299491662953998e-07
RBK,0.0,0.0
RNDR1,0.00020511867219298772,3.607364484181046e-05
RNDR2,0.00047414081428240855,8.372312478306074e-05
RNDR3,0.0,0.0
RNDR4,0.0011536668689139996,0.0002037128893245615
RPE,0.1395785077663069,0.24352522456829573
RPI,-0.1054663333009295,-0.16317748818012678
SACCD1,0.015343895769523356,0.02021364751575583
SACCD2,0.015343895769523356,0.02021364751575583
SADT,0.0,0.0
SAM24MT,0.0011376199354000683,0.0033980516138266293
SBPP1er,0.0,0.0
SBT_Dt,0.0,0.0
SERD_L,0.0,0.0
SERPT,7.992251418992414e-06,5.444931036779136e-05
SERTRS,0.0,0.0
SFGTH,0.0,0.0
SHCHF,0.0,0.0
SHK3D,0.02014002961435917,0.02144322792270237
SHKK,0.02014002961435917,0.02144322792270237
SLCBK1,4.552906894194217e-07,7.557407480715414e-07
SLCBK2,0.0,0.0
SO4ti,0.006800873380474939,0.0030474194514503792
SPMS,0.0,0.0
SPRMS,0.0,0.0
SQLErx,0.0011376199354000683,0.0035496204051254873
SQLEr,0.0,0.0
SQLS,0.0011376199354000683,0.0035496204051254873
SSALy,0.0,0.0
SUCCtm,0.0,0.0
SUCD1m,0.0,0.0
SUCD3_u6m,0.0,0.0
SUCFUMtm,0.0,0.0
SUCOASm,-0.6777263969536861,-0.5550144239287315
SULR,-0.006800873380474939,-0.0030474194514503792
TALA,0.07985926869033304,0.1324842262454991
TAUDO,0.0,0.0
THFATm,0.0,0.0
THFGLUS,0.0,0.0
THMP,0.0,0.0
THRAi,0.0,0.0
THRD_L,0.0,0.0
THRS,0.015292171983313056,0.018710543375448616
THRTRS,0.0,0.0
THRTRSm,0.0,0.0
TKT1,0.07985926869033304,0.1324842262454991
TKT2,0.05971923907597386,0.11104099832279662
TMDPK,0.0,0.0
TMDS,0.0006795260546315909,0.00011998976454150075
TMPPP,0.0,0.0
TPI,0.5667516739003703,0.6133744658541621
TRDR,0.0,0.0
TRE6PP,0.02687338495296138,0.0007833663665993027
TRE6PS,0.02687338495296138,0.0007833663665993027
TREH,0.0,0.0
TREt2v,0.0,0.0
TRIGS_PP,0.00010886375513604353,0.002849723567988795
TRPO2,0.0,0.0
TRPS1,0.0060570671764633545,0.0044975336272693464
TRPTRS,0.0,0.0
TRPTRSm,0.0,0.0
TYRTAi,0.006168997961707599,0.0069305594739456616
TYRTRS,0.0,0.0
TYRTRSm,0.0,0.0
UDPACGLP,0.0078114018915177875,0.007299550234220777
UGLYCHr,0.0,0.0
UMPK,0.004178712230492514,0.005154843079522091
UNK3,0.0,0.0
UPP3MT,0.0,0.0
UPP3S,8.885605206459483e-08,9.649745831476999e-08
UPPDC1,8.885605206459483e-08,9.649745831476999e-08
UPPRT,0.0,0.0
UREASE,0.0,0.0
URIDK2r,-0.0011536668689139996,-0.0002037128893245615
URIK1,0.0,0.0
URIK2,0.0,0.0
VALTA,-0.012629666198322865,-0.018466942633255292
VALTRS,0.0,0.0
VALTRSm,0.0,0.0
XYLK,0.0,0.0
CCP2m,0.0,0.0
CYOOm,2.4587151922236035,2.3263988333405874
L_LACD2cm,0.0,0.0
D_LACDcm,0.0,0.0
AGTi,0.0,0.0
MCITL2m,0.0,0.0
AOD,0.0,0.0
UTPH1,0.0,0.0
ACCOACrm,0.0,0.0
ALCD2irm,0.0,0.0
GAT1_PP,0.0017135519846555878,0.005594614993403409
ALDD22x,0.0,0.0
MCITSm,0.0,0.0
PLD_PP,0.0,0.0
LPCAT_PP,0.0,0.0
PMETM_PP,0.0006103597058490055,0.0006216392241753262
TAGL_PP,0.0,0.0
PPYRDC,0.0,0.0
DAS,0.0,0.0
EPISTAT_PP,0.0,1.0891884274294714e-05
ERGSTAT_PP,4.219433476204127e-05,0.000646600899129765
FECOSTAT_PP,0.0,1.0891884274294714e-05
LANOSTAT_PP,0.0,3.421168778464365e-06
ZYMSTAT_PP,0.0,2.639187343386796e-05
ZYMSTESTH_PP,0.0,0.0
DASYN_PP,0.0015170619934598514,0.0012327577994482404
PSERS_PP,0.0013338432212227872,0.001104127465284166
PSERDg_PP,0.0,0.0
PSERDm_PP,0.001274558688349868,0.0010249807421114292
ERGSTGLCT,0.0,0.0
EPISTESTH_PP,0.0,0.0
ERGSTESTH_PP,0.0,0.0
FECOSTESTH_PP,0.0,0.0
LANOSTESTH_PP,0.0,0.0
2HMHMBQMTm,8.885605206387379e-08,9.649745831347866e-08
LALDO3,0.0,0.0
ADHAPR_PP,0.0,0.0
CYSTGS,0.0,0.0
PIN4K_PP,0.0,0.0
MFAPS_PP,0.0006103597058490055,0.0006216392241753262
PI4P5K_PP,0.0,0.0
3MOPDC,0.0,0.0
SHCHD,0.0,0.0
3DH5HPBMTm,8.885605206387379e-08,9.649745831347866e-08
2HP6MPMOm,8.885605206387379e-08,9.649745831347866e-08
2HPMBQMTm,8.885605206387379e-08,9.649745831347866e-08
2HPMMBQMOm,8.885605206387379e-08,9.649745831347866e-08
HBZOPT6m,8.885605206387379e-08,9.649745831347866e-08
3OPHB5Hm,8.885605206387379e-08,9.649745831347866e-08
3HPH5MBDCm,8.885605206387379e-08,9.649745831347866e-08
POLYAO3,0.0,0.0
ACtr,0.0,0.0
PYRt,0.0,0.0
ASPGLU2m,0.9769289749147833,1.341237172527114
GTPt2m,0.0,0.0
2OBUTtm,0.009874380044022397,0.013944098306618224
ALAtmi,0.0,0.0
2PHETOHtm,0.0,0.0
PStm_PP,0.001274558688349868,0.0010249807421114292
COAtim,0.006826252748712713,0.021298494410419387
PEtm_PP,-0.001274558688349868,-0.0010249807421114292
UTPtm,0.0,0.0
ILEtmi,0.00812044666794812,0.013944098306618224
DHAtx,0.0,0.0
G3Ptx,0.0,0.0
FALDtx,0.0,0.0
XU5Ptx,0.0,0.0
HISt6,0.0,0.0
ILEt7,0.0,0.0
LCYSTintv,0.0,0.0
LEUt7,0.0,0.0
LYSt6,0.0,0.0
TYRt6,0.0,0.0
TYRt7,0.0,0.0
GLCNtv,0.0,0.0
ARGt6,0.0,0.0
ASNt7,0.0,0.0
ASPt7,0.0,0.0
GLNt7,0.0,0.0
GTHRDabcv,0.0,0.0
PIt5m,0.0,0.0
Ht,-0.46664116751103035,-0.6761643111415885
Ex_h2o,3.5834013986523288,3.7225237457339895
Ex_tre,0.0,0.0
Ex_glc_D,-1.0,-1.0
Ex_asn_L,0.0,0.0
Ex_nh4,-0.4472408260119174,-0.5599114018548239
Ex_asp_L,0.0,0.0
Ex_fmn,0.0,0.0
Ex_pi,-0.01603713536839899,-0.02163981713229954
Ex_ribflv,0.0,0.0
Ex_thmpp,0.0,0.0
Ex_h,0.4506037655744752,0.6545242045169141
Ex_thm,0.0,0.0
Ex_pc_SC,0.0,0.0
Ex_faR,0.0,0.0
Ex_1agpc_SC,0.0,0.0
Ex_epistest_SC,0.0,0.0
Ex_epist,0.0,0.0
Ex_ergstest_SC,0.0,0.0
Ex_ergst,0.0,0.0
Ex_fecostest_SC,0.0,0.0
Ex_fecost,0.0,0.0
Ex_lanostest_SC,0.0,0.0
Ex_lanost,0.0,0.0
Ex_zymstest_SC,0.0,0.0
Ex_zymst,0.0,0.0
Ex_thmmp,0.0,0.0
Ex_chitin,0.0,0.0
Ex_chitos,0.0,0.0
Ex_ac,0.0,0.0
Ex_g3pc,0.0,0.0
Ex_13BDglcn,0.0,0.0
Ex_ptd1ino_SC,0.0,0.0
Ex_g3pi,0.0,0.0
Ex_alltn,0.0,0.0
Ex_o2,-2.473262547468846,-2.3890798432483913
Ex_so4,-0.006800873380474939,-0.0030474194514503792
Ex_no3,0.0,0.0
Ex_s,0.0,0.0
Ex_ocdcea,0.0,0.0
Ex_glyc,0.0,0.0
Ex_sbt_D,0.0,0.0
Ex_mnl,0.0,0.0
Ex_fe2,-8.885605206459483e-08,-9.649745831476999e-08
Ex_co2,2.507354302495129,2.5214189079640055
Ex_lac_D,0.0,0.0
Ex_etoh,0.0,0.0
Ex_meoh,0.0,0.0
Ex_for,0.0,0.0
Ex_pyr,0.0,0.0
Ex_2hb,0.0,0.0
Ex_2mbac,0.0,0.0
Ex_2mbald,0.0,0.0
Ex_2mbtoh,0.0,0.0
Ex_2mppal,0.0,0.0
Ex_2phetoh,0.0,0.0
Ex_3c3hmp,0.0,0.0
Ex_3mbald,0.0,0.0
Ex_3mop,0.0,0.0
Ex_4abz,0.0,0.0
Ex_5aop,0.0,0.0
Ex_8aonn,0.0,0.0
Ex_abt,0.0,0.0
Ex_4abut,0.0,0.0
Ex_acald,0.0,0.0
Ex_aces,0.0,0.0
Ex_ACP,0.0,0.0
Ex_ade,0.0,0.0
Ex_adn,0.0,0.0
Ex_mal_L,0.0,0.0
Ex_akg,0.0,0.0
Ex_ala_D,0.0,0.0
Ex_ala_L,0.0,0.0
Ex_alltt,0.0,0.0
Ex_amet,0.0,0.0
Ex_arab_D,0.0,0.0
Ex_arab_L,0.0,0.0
Ex_arg_L,0.0,0.0
Ex_btd_RR,0.0,0.0
Ex_btn,-8.885605206459483e-08,-9.649745831476999e-08
Ex_chol,0.0,0.0
Ex_cit,0.0,0.0
Ex_crn,0.0,0.0
Ex_csn,0.0,0.0
Ex_cys_L,0.0,0.0
Ex_cytd,0.0,0.0
Ex_dad_2,0.0,0.0
Ex_dann,0.0,0.0
Ex_dcyt,0.0,0.0
Ex_dgsn,0.0,0.0
Ex_din,0.0,0.0
Ex_dttp,0.0,0.0
Ex_duri,0.0,0.0
Ex_etha,0.0,0.0
Ex_fru,0.0,0.0
Ex_fum,0.0,0.0
Ex_gal,0.0,0.0
Ex_gam6p,0.0,0.0
Ex_gcald,0.0,0.0
Ex_gln_L,0.0,0.0
Ex_glu_L,0.0,0.0
Ex_glx,0.0,0.0
Ex_gly,0.0,0.0
Ex_biomass,0.08885605206459482,0.09649745831477
Ex_gsn,0.0,0.0
Ex_gthox,0.0,0.0
Ex_gthrd,0.0,0.0
Ex_gua,0.0,0.0
Ex_hdca,0.0,0.0
Ex_hdcea,0.0,0.0
Ex_his_L,0.0,0.0
Ex_hxan,0.0,0.0
Ex_iamac,0.0,0.0
Ex_iamoh,0.0,0.0
Ex_ibutac,0.0,0.0
Ex_ibutoh,0.0,0.0
Ex_id3acald,0.0,0.0
Ex_ile_L,0.0,0.0
Ex_ind3eth,0.0,0.0
Ex_ins,0.0,0.0
Ex_inost,0.0,0.0
Ex_k,0.0,0.0
Ex_leu_L,0.0,0.0
Ex_lac_L,0.0,0.0
Ex_lys_L,0.0,0.0
Ex_malt,0.0,0.0
Ex_man,0.0,0.0
Ex_melib,0.0,0.0
Ex_met_L,0.0,0.0
Ex_mmet,0.0,0.0
Ex_nac,0.0,0.0
Ex_nadp,0.0,0.0
Ex_na1,0.0,0.0
Ex_Nbfortyr,0.0,0.0
Ex_nmn,0.0,0.0
Ex_oaa,0.0,0.0
Ex_ocdca,0.0,0.0
Ex_ocdcya,0.0,0.0
Ex_orn,0.0,0.0
Ex_pacald,0.0,0.0
Ex_pap,0.0,0.0
Ex_pheac,0.0,0.0
Ex_D_Phenylalanine,0.0,0.0
Ex_phe_L,0.0,0.0
Ex_pnto_R,0.0,0.0
Ex_pro_L,0.0,0.0
Ex_ptrc,0.0,0.0
Ex_sbt_L,0.0,0.0
Ex_ser_L,0.0,0.0
Ex_so3,0.0,0.0
Ex_spmd,0.0,0.0
Ex_sprm,0.0,0.0
Ex_srb_L,0.0,0.0
Ex_succ,0.0,0.0
Ex_sucr,0.0,0.0
Ex_taur,0.0,0.0
Ex_thymd,0.0,0.0
Ex_thr_L,0.0,0.0
Ex_thym,0.0,0.0
Ex_trp_L,0.0,0.0
Ex_ttdca,0.0,0.0
Ex_tyr_L,0.0,0.0
Ex_ura,0.0,0.0
Ex_urea,0.0,0.0
Ex_uri,0.0,0.0
Ex_val_L,0.0,0.0
Ex_xan,0.0,0.0
Ex_xtsn,0.0,0.0
Ex_xyl_D,0.0,0.0
Ex_xylt,0.0,0.0
Ex_pectin,0.0,0.0
Ex_galur,0.0,0.0
NADPH2_u6cm,0.0,0.0
D_ABTt,0.0,0.0
Ex_abt_D,0.0,0.0
RU5PP,0.0,0.0
DABTDHR,0.0,0.0
RBK_D,0.0,0.0
DABTDEH,0.0,0.0
Htr,0.0022752398708001365,0.0068369238623122025
FAS1_4,0.0035977247241064545,0.014860787036686569
FAS1_6,0.0035977247241064545,0.014860787036686569
FAS1_8,0.0035977247241064545,0.014860787036686569
FAS1_10,0.0035977247241064545,0.014860787036686569
FAS1_12,0.0035977247241064545,0.014860787036686569
FAS1_14,0.0,0.0
FAS1_16,0.0,0.0
FAS1_18,0.0,-1.6976163629142254e-07
FAS2_4,0.0035977247241064545,0.014860787036686569
FAS2_6,0.0035977247241064545,0.014860787036686569
FAS2_8,0.0035977247241064545,0.014860787036686569
FAS2_10,0.0035977247241064545,0.014860787036686569
FAS2_12,0.0035977247241064545,0.014860787036686569
FAS2_14,0.0,0.0
FAS2_16,0.0,0.0
FAS2_18,0.0,-1.6976163629142254e-07
FAS3_4,0.0035977247241064545,0.014860787036686569
FAS3_6,0.0035977247241064545,0.014860787036686569
FAS3_8,0.0035977247241064545,0.014860787036686569
FAS3_10,0.0035977247241064545,0.014860787036686569
FAS3_12,0.0035977247241064545,0.014860787036686569
FAS3_14,0.0,0.0
FAS3_16,0.0,0.0
FAS3_18,0.0,-1.6976163629236447e-07
FAS4_4,0.0035977247241064545,0.014860787036686569
FAS4_6,0.0035977247241064545,0.014860787036686569
FAS4_8,0.0035977247241064545,0.014860787036686569
FAS4_10,0.0035977247241064545,0.014860787036686569
FAS4_12,0.0035977247241064545,0.014860787036686569
FAS4_14,0.0,0.0
FAS4_16,0.0,0.0
FAS4_18,0.0,-1.6976163629236447e-07
FAS5_12,0.0035977247241064545,0.014860787036686569
FAS5_14,0.0,0.0
FAS5_16,-4.552906894194217e-07,0.0
FAS5_18,0.0,0.0
FAE1_14,0.0035977247241064545,0.014860787036686569
FAE1_16,0.003583412075869618,0.014801838431627823
FAE1_18,0.002970255145754841,0.012255377401754142
FAE1_20,1.864667789909752e-05,9.869470218963654e-05
FAE1_22,1.864667789909752e-05,9.869470218963654e-05
FAE1_24,1.864667789909752e-05,9.869470218963654e-05
FAE1_26,1.6055420430340903e-05,7.534122234581484e-05
FAE2_14,0.0035977247241064545,0.014860787036686569
FAE2_16,0.003583412075869618,0.014801838431627823
FAE2_18,0.002970255145754841,0.012255377401754142
FAE2_20,1.864667789909752e-05,9.869470218963654e-05
FAE2_22,1.864667789909752e-05,9.869470218963654e-05
FAE2_24,1.864667789909752e-05,9.869470218963654e-05
FAE2_26,1.6055420430340903e-05,7.534122234581484e-05
FAE3_14,0.0035977247241064545,0.014860787036686569
FAE3_16,0.003583412075869618,0.014801838431627823
FAE3_18,0.002970255145754841,0.012255377401754142
FAE3_20,1.864667789909752e-05,9.869470218963654e-05
FAE3_22,1.864667789909752e-05,9.869470218963654e-05
FAE3_24,1.864667789909752e-05,9.869470218963654e-05
FAE3_26,1.6055420430340903e-05,7.534122234581484e-05
FAE4_14,0.0035977247241064545,0.014860787036686569
FAE4_16,0.003583412075869618,0.014801838431627823
FAE4_18,0.002970255145754841,0.012255377401754142
FAE4_20,1.864667789909752e-05,9.869470218963654e-05
FAE4_22,1.864667789909752e-05,9.869470218963654e-05
FAE4_24,1.864667789909752e-05,9.869470218963654e-05
FAE4_26,1.6055420430340903e-05,7.534122234581484e-05
fabAA,0.0,0.0
fabRNA,0.0,0.0
fabDNA,0.0,0.0
pFAB,0.0,0.0
fabt,0.0,0.0
Ex_fab,0.0,0.0
PROTEINSglycmet05,0.0,0.0
PROTEINSglycmet16,0.0,0.0
BIOMASS8020,0.0,0.0
BIOMASS6040,0.0,0.0
BIOMASS4060,0.0,0.0
BIOMASS8020b,0.0,0.0
BIOMASS6040b,0.0,0.0
BIOMASS4060b,0.0,0.0
rolAA,0.0,0.0
rolRNA,0.0,0.0
rolDNA,0.0,0.0
pROL,0.0,0.0
ROLt,0.0,0.0
Ex_rol,0.0,0.0
FA200COAabcp,0.0,0.0
FA220COAabcp,0.0,0.0
H2Otg,0.0,0.0
RMNt,0.0,0.0
RMNDH,0.0,0.0
RHAMLAC,0.0,0.0
RHAMDH,0.0,0.0
KDRALD,0.0,0.0
Ex_rmn,0.0,0.0
DHAKx,0.0,0.0
FBAx,0.0,0.0
FBPx,0.0,0.0
TKT2x,0.0,0.0
FBA3x,0.0,0.0
SHBPH,0.0,0.0
TKT1x,0.0,0.0
RPIx,0.0,0.0
RPEx,0.0,0.0
DHAPtx,0.0,0.0
FA140tpc,0.0,0.0
FA141tpc,0.0,0.0
FA160tpc,0.0,0.0
FA161tpc,0.0,0.0
FA180tpc,0.0,0.0
FA181tpc,0.0,0.0
FA182tpc,0.0,0.0
FA183tpc,0.0,0.0
FA260tpc,0.0,0.0
LIPIDS_glyc,0.0,0.0
PROTEINS_glyc,0.0,0.0
STEROLS_glyc,0.0,0.0
BIOMASS_glyc,0.0,0.0
LIPIDS_meoh,0.0,0.0
PROTEINS_meoh,0.0,0.0
STEROLS_meoh,0.0,0.0
BIOMASS_meoh,0.0,0.0
rvHHVAA,0.0005304776551859532,0.0005320472711189342
Ex_vHHV,0.0005304776551859532,0.0005320472711189342
pgSCtm,4.84923402779234e-05,0.0
SK_glycogen_c,0.0,0.0
ATPS_v,0.0,0.0
ScaledConsensus,0.0,0.0
DerivedProtein0.0,0.02883706000073269,0.0
DerivedCarbohydrate0.0,0.053632548052274374,0.0
DerivedLipid0.0,0.0017847801985984104,0.0
DerivedBiomass0.0,0.08885605206459482,0.0
DerivedProtein0.9,0.0,0.0
DerivedCarbohydrate0.9,0.0,0.0
DerivedLipid0.9,0.0,0.0
DerivedBiomass0.9,0.0,0.0
DerivedProtein1.9,0.0,0.0
DerivedCarbohydrate1.9,0.0,0.0
DerivedLipid1.9,0.0,0.0
DerivedBiomass1.9,0.0,0.0
DerivedProtein5.9,0.0,0.0
DerivedCarbohydrate5.9,0.0,0.0
DerivedLipid5.9,0.0,0.0
DerivedBiomass5.9,0.0,0.0
DerivedProtein7.9,0.0,0.0
DerivedCarbohydrate7.9,0.0,0.0
DerivedLipid7.9,0.0,0.0
DerivedBiomass7.9,0.0,0.0
DerivedProtein9.9,0.0,0.0
DerivedCarbohydrate9.9,0.0,0.0
DerivedLipid9.9,0.0,0.0
DerivedBiomass9.9,0.0,0.0
DerivedProtein13.9,0.0,0.0
DerivedCarbohydrate13.9,0.0,0.0
DerivedLipid13.9,0.0,0.0
DerivedBiomass13.9,0.0,0.0
DerivedProtein16.9,0.0,0.0
DerivedCarbohydrate16.9,0.0,0.0
DerivedLipid16.9,0.0,0.0
DerivedBiomass16.9,0.0,0.0
DerivedProtein19.9,0.0,0.0
DerivedCarbohydrate19.9,0.0,0.0
DerivedLipid19.9,0.0,0.0
DerivedBiomass19.9,0.0,0.0
DerivedProtein23.9,0.0,0.0
DerivedCarbohydrate23.9,0.0,0.0
DerivedLipid23.9,0.0,0.0
DerivedBiomass23.9,0.0,0.0
DerivedProtein27.9,0.0,0.0
DerivedCarbohydrate27.9,0.0,0.0
DerivedLipid27.9,0.0,0.0
DerivedBiomass27.9,0.0,0.0
DerivedProteinC0.1,0.0,0.0
DerivedCarbohydrateC0.1,0.0,0.0
DerivedLipidC0.1,0.0,0.0
DerivedBiomassC0.1,0.0,0.0
InterpolatedProtein27.9,0.0,0.0
InterpolatedCarbohydrate27.9,0.0,0.0
InterpolatedLipid27.9,0.0,0.0
InterpolatedBiomass27.9,0.0,0.0
InterpolatedProtein23.9,0.0,0.0
InterpolatedCarbohydrate23.9,0.0,0.0
InterpolatedLipid23.9,0.0,0.0
InterpolatedBiomass23.9,0.0,0.0
InterpolatedProtein19.9,0.0,0.0
InterpolatedCarbohydrate19.9,0.0,0.0
InterpolatedLipid19.9,0.0,0.0
InterpolatedBiomass19.9,0.0,0.0
InterpolatedProtein16.9,0.0,0.0
InterpolatedCarbohydrate16.9,0.0,0.0
InterpolatedLipid16.9,0.0,0.0
InterpolatedBiomass16.9,0.0,0.0
InterpolatedProtein13.9,0.0,0.0
InterpolatedCarbohydrate13.9,0.0,0.0
InterpolatedLipid13.9,0.0,0.0
InterpolatedBiomass13.9,0.0,0.0
InterpolatedProtein9.9,0.0,0.0
InterpolatedCarbohydrate9.9,0.0,0.0
InterpolatedLipid9.9,0.0,0.0
InterpolatedBiomass9.9,0.0,0.0
InterpolatedProtein7.9,0.0,0.0
InterpolatedCarbohydrate7.9,0.0,0.0
InterpolatedLipid7.9,0.0,0.0
InterpolatedBiomass7.9,0.0,0.0
InterpolatedProtein5.9,0.0,0.0
InterpolatedCarbohydrate5.9,0.0,0.0
InterpolatedLipid5.9,0.0,0.0
InterpolatedBiomass5.9,0.0,0.0
InterpolatedProtein1.9,0.0,0.0
InterpolatedCarbohydrate1.9,0.0,0.0
InterpolatedLipid1.9,0.0,0.0
InterpolatedBiomass1.9,0.0,0.0
InterpolatedProtein0.9,0.0,0.0
InterpolatedCarbohydrate0.9,0.0,0.0
InterpolatedLipid0.9,0.0,0.0
InterpolatedBiomass0.9,0.0,0.0
